type_of_product,generic_product_type,sub_industry,industry,price_per_unit_sar,total_quantity,unit_of_measurement_mlgunits,channel
C4-Car air freshener,Air freshener,Automotive,Transportation,20.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,22.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,20.36,4.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,62.96,60.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,59.0,160.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,33.99,300.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,76.5,450.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,34.68,50.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,19.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,69.0,60.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,47.0,400.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,69.0,60.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,19.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,65.0,60.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,14.9,35.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,32.0,100.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,46.0,100.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,69.0,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,125.1,5.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,63.0,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,25.0,100.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,44.2,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,49.95,473.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,66.15,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,36.0,100.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,109.2,74.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,39.95,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,82.0,473.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,29.0,100.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,69.0,60.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,19.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,69.0,60.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,19.0,2.5,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,29.0,100.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,24.5,4.14,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,48.5,500.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,53.95,443.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,115.24,532.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,129.96,1000.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,110.0,473.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,285.83,3780.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,115.13,532.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,151.46,946.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,172.54,710.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,36.0,473.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,61.18,500.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,32.0,450.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,48.0,900.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,64.0,1350.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,21.13,500.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,30.41,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,19.63,650.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,35.36,946.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,83.0,886.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,27.0,650.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,96.0,1540.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,55.0,500.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,54.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,126.0,1000.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,178.0,946.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,36.3,650.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,46.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,16.55,800.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,24.7,300.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,39.5,946.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,39.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,52.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,38.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,49.0,750.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,40.0,510.0,mL,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,29.99,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,10.99,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,76.99,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,12.15,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,18.38,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,10.62,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,28.79,4.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,10.62,2.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,9.77,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,9.8,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,28.9,20.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,49.0,3.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,7.2,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,44.65,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,19.25,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,19.95,4.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,25.0,5.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,8.9,1.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,17.95,10.0,Units,E-commerce
C7-Microfiber for vehicle cleaning,Microfiber,Automotive,Transportation,26.35,1.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,39.99,1.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,29.99,1.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,36.22,3.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,30.88,1.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,32.78,1.0,Units,E-commerce
C7-Long brush for seating cleaning,Brush,Automotive,Transportation,39.0,1.0,Units,E-commerce
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,130.0,10000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,98.0,10000.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,100.0,10000.0,mL,B2B
F9-FM weed killer and outdoor pest control products,Pest control,Facilities management,Facilities management,120.0,10000.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,192.0,8000.0,mL,B2B
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,100.0,17100.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,100.0,5400.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,150.0,12000.0,mL,B2B
F1-FM wood furniture cleaner,Furniture polish,Facilities management,Facilities management,260.0,5400.0,mL,B2B
F8-FM stainless steel polish and cleaner for fixtures and fittings,Stainless steel cleaner,Facilities management,Facilities management,480.0,5400.0,mL,B2B
F2-FM high performance waterless carpet cleaner,Upholstery cleaner,Facilities management,Facilities management,130.0,10000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,115.0,40000.0,mL,B2B
H7-Carpet shampoo,Carpet shampoo,Home,Households,42.0,500.0,mL,E-commerce
H1-All purpose cleaner,General purpose cleaner,Home,Households,59.75,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,21.95,1000.0,mL,Retail
H9-Fabric softener,Fabric softener,Home,Households,44.95,1000.0,mL,Retail
H9-Liquid detergent,Detergent (liquid),Home,Households,44.95,1000.0,mL,Retail
F4-FM hand soap,Hand soap,Facilities management,Facilities management,75.0,1300.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,299.0,5200.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,109.0,2750.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,5.75,20.0,mL,B2B
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,234.0,5750.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,24.15,90.0,mL,B2B
F11-Fabric refresher,Fabric refresher,Facilities management,Facilities management,299.0,5000.0,mL,B2B
F3-FM surface sanitizing wipes,Cleaning wet wipes,Facilities management,Facilities management,36.9,100.0,units,B2B
F6-FM oven and appliance cleaner,Degreaser,Facilities management,Facilities management,146.99,750.0,mL,B2B
F6-FM oven and appliance cleaner,Degreaser,Facilities management,Facilities management,24.73,750.0,mL,B2B
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,199.0,5000.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,89.0,500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,789.0,20000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,448.99,12000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,74.99,2.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,218.99,4500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,36.9,750.0,mL,B2B
F6-FM degreaser for food service areas,Degreaser,Facilities management,Facilities management,23.0,500.0,mL,B2B
F11-Stain remover for laundry,Stain remover,Facilities management,Facilities management,373.75,750.0,mL,B2B
F11-Stain remover for laundry,Stain remover,Facilities management,Facilities management,69.0,750.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,998.99,6000.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,207.0,6000.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,34.5,1000.0,mL,B2B
H2-Glass cleaner,Glass cleaner,Home,Households,29.33,750.0,mL,B2B
H2-Glass cleaner,Glass cleaner,Home,Households,339.0,9000.0,mL,B2B
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,419.0,9000.0,mL,B2B
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,34.95,750.0,mL,B2B
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,359.0,9000.0,mL,B2B
H7-Spot remover for carpets,Stain remover,Home,Households,248.4,6000.0,mL,B2B
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,29.95,750.0,mL,B2B
H7-Spot remover for carpets,Stain remover,Home,Households,31.05,500.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,254.0,7680.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,31.99,960.0,mL,B2B
H10-Liquid dish soap,Dishwashing soap,Home,Households,29.95,500.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,414.0,6000.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,34.5,500.0,mL,B2B
H9-Fabric softener,Fabric softener,Home,Households,276.0,7680.0,mL,B2B
H9-Fabric softener,Fabric softener,Home,Households,34.9,960.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,254.0,7680.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,31.99,960.0,mL,B2B
H12-Hand soap,Hand soap,Home,Households,60.0,3000.0,mL,B2B
H10-Liquid dish soap,Dishwashing soap,Home,Households,60.0,6000.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,60.0,8000.0,mL,B2B
H9-Liquid detergent,Detergent (liquid),Home,Households,60.0,8000.0,mL,B2B
H3-Oven and grill cleaner,Degreaser,Home,Households,60.0,3900.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,60.0,3900.0,mL,B2B
H2-Glass cleaner,Glass cleaner,Home,Households,45.0,3900.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,45.0,9000.0,mL,B2B
H1-All purpose cleaner,General purpose cleaner,Home,Households,75.0,3000.0,mL,B2B
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,60.0,3900.0,mL,B2B
H12-Hand soap,Hand soap,Home,Households,75.0,3000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,120.0,9000.0,mL,B2B
H10-Dishwasher detergent,Dishwasher detergent (machine),Home,Households,24.0,250.0,mL,B2B
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,25.0,500.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,200.0,25000.0,mL,B2B
R3-Hand sanitizer for staff and customers,Hand sanitizer,Restaurants,Horeca,215.0,20000.0,mL,B2B
R3-Antibacterial hand soap,Hand soap,Restaurants,Horeca,215.0,20000.0,mL,B2B
R1-Glass cleaner,Glass cleaner,Restaurants,Horeca,75.0,10000.0,mL,B2B
R4-Manual dishwashing soap,Dishwashing soap,Restaurants,Horeca,560.0,40000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,380.0,30000.0,mL,B2B
R4-Rinse aid for spot-free drying,Dishwasher rinse aid,Restaurants,Horeca,470.0,30000.0,mL,B2B
R3-Antibacterial hand soap,Hand soap,Restaurants,Horeca,290.0,50000.0,mL,B2B
R2-Oven and fryer cleaner,Degreaser,Restaurants,Horeca,250.0,20000.0,mL,B2B
R1-General sanitizer for vegetable and salad washing,Disinfectant and cleaner,Restaurants,Horeca,37.0,20000.0,mL,B2B
R1-Food-grade sanitizers for countertops and prep areas,Disinfectant and cleaner,Restaurants,Horeca,81.6,10000.0,mL,B2B
R2-Heavy-duty kitchen degreaser for grills and hoods,Degreaser,Restaurants,Horeca,107.95,10000.0,mL,B2B
R1-General sanitizer for vegetable and salad washing,Disinfectant and cleaner,Restaurants,Horeca,72.25,200.0,units,B2B
R3-Antibacterial hand soap,Hand soap,Restaurants,Horeca,89.25,10000.0,mL,B2B
R2-Oven and fryer cleaner,Degreaser,Restaurants,Horeca,97.75,10000.0,mL,B2B
R1-General sanitizer for vegetable and salad washing,Disinfectant and cleaner,Restaurants,Horeca,293.25,10000.0,g,B2B
R4-Automatic dishwasher detergent,Dishwasher detergent (machine),Restaurants,Horeca,243.95,25000.0,mL,B2B
R4-Rinse aid for spot-free drying,Dishwasher rinse aid,Restaurants,Horeca,263.5,25000.0,mL,B2B
R3-Hand sanitizer for staff and customers,Hand sanitizer,Restaurants,Horeca,142.8,10000.0,mL,B2B
R3-Antibacterial hand soap,Hand soap,Restaurants,Horeca,106.25,10000.0,mL,B2B
R1-Glass cleaner,Glass cleaner,Restaurants,Horeca,88.4,10000.0,mL,B2B
R1-Food-grade sanitizers for countertops and prep areas,Disinfectant and cleaner,Restaurants,Horeca,151.3,10000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,175.95,6750.0,mL,B2B
R1-Wood furniture cleaner,Furniture polish,Restaurants,Horeca,136.85,5400.0,mL,B2B
R8-Metal polish for cookware and utensils,Stainless steel cleaner,Restaurants,Horeca,239.7,10000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,115.6,10000.0,mL,B2B
R8-Stainless steel polish for equipment and fixtures,Stainless steel cleaner,Restaurants,Horeca,80.75,1500.0,mL,B2B
R5-Drain cleaner for maintenance,Drain opener and clog remover,Restaurants,Horeca,107.95,5400.0,mL,B2B
